x,y,z
9.26973,9.19312,21.1059
7.04806,8.50364,20.4164
6.5501,8.23551,19.2673
6.16705,8.00568,18.6161
5.13283,7.77585,18.1947
5.20944,7.66094,17.5818
3.37081,6.62671,17.5818
2.18337,5.82231,16.9307
0.766094,4.86469,15.8198
0.383047,4.48165,14.4792
-0.153219,4.29012,12.8704
0.612875,4.0603,12.6788
0.766094,3.75386,12.4107
0.536266,3.21759,12.1426
0,2.29828,12.2958
-3.63894,0.995922,11.8745
-7.00976,-0.153219,10.5338
-8.81008,-1.76202,10.2657
-10.2273,-4.0986,11.2999
-11.5297,-5.28605,11.3765
-12.8704,-5.55418,10.0358
-13.4833,-5.93723,8.88668
-12.8321,-6.32027,7.92907
-13.1768,-7.00976,7.62263
-13.2534,-7.12467,7.3928
-13.1385,-6.85654,6.66501
-12.449,-6.39688,5.82231
-12.6405,-5.20944,3.94538
-13.2917,-5.01791,3.52403
-12.9087,-4.82639,3.10268
-13.0236,-4.0986,2.4898
-11.4148,-2.71963,1.34066
-9.99752,-1.57049,0.114914
-8.84838,-1.22575,-1.07253
-7.89076,-0.766094,-1.76202
-7.46941,-0.459656,-2.56641
-6.47349,-0.612875,-2.33659
-6.47349,-0.766094,-2.71963
-6.85654,-0.919312,-2.4515
-6.32027,-0.268133,-1.49388
-5.17113,0.383047,-0.0766094
-3.90708,1.14914,1.26405
-3.2559,1.30236,2.29828
-2.91116,2.22167,2.4898
-1.14914,3.02607,2.29828
1.53219,2.91116,4.67317
3.83047,3.02607,6.85654
4.32843,3.10268,7.23959
5.47757,4.55826,5.93723
7.31619,6.16705,6.58841
9.07821,6.28197,9.806
9.92091,5.40096,13.5599
9.8443,4.59656,15.3985
9.03991,4.0986,13.828
7.85246,5.05622,10.9551
7.92907,6.35858,10.4572
8.27381,7.00976,12.9853
8.69516,7.23959,16.0114
9.11651,7.00976,18.3096
10.5721,7.62263,18.9608
11.1467,8.04398,18.5012
11.3382,8.50364,18.1564
11.2999,8.84838,18.4246
11.0318,9.0016,18.2713
10.9934,8.92499,18.4629
10.6104,8.77177,18.6161
10.5338,8.46534,18.5395
10.8785,8.50364,17.8883
10.7253,8.31211,16.8541
10.3806,8.04398,15.9731
9.99752,8.23551,14.0578
8.88668,8.08229,12.6788
8.00568,7.77585,11.9128
6.62671,7.3928,11.4148
5.47757,6.85654,11.6829
4.97961,6.74162,11.0318
4.903,6.74162,10.3806
4.74978,6.89484,9.99752
4.82639,7.00976,9.88261
3.90708,6.93315,9.8443
2.4898,6.85654,8.54194
0.57457,6.39688,8.42703
-0.536266,6.01384,6.77993
-0.842703,5.55418,5.51587
-1.80032,5.05622,5.05622
-1.91523,4.44334,5.93723
-2.98777,4.48165,7.23959
-3.33251,2.83455,8.23551
-4.36673,3.48573,7.77585
-4.78809,4.55826,6.39688
-6.74162,4.59656,4.48165
-12.1426,2.68133,3.21759
-16.4327,-0.459656,4.48165
-19.8801,-3.40912,6.85654
-20.2249,-5.63079,8.92499
-21.6805,-8.69516,10.2273
-23.9787,-10.5721,10.6104
-25.013,-11.6063,9.0016
-24.5533,-12.1426,7.54602
-22.753,-11.2999,7.96737
-20.3398,-10.1124,8.81008
-19.8418,-9.26973,8.92499
-17.0456,-8.1972,8.23551
-16.088,-7.58433,7.46941
-17.352,-7.3928,8.27381
-17.4286,-6.12875,9.26973
-15.6283,-4.0986,9.99752
-13.6365,-2.10676,10.6487
-12.066,-0.65118,11.2616
-9.95922,0.383047,10.9168
-7.96737,1.26405,9.88261
-6.81823,1.41727,9.03991
-5.32435,1.99184,7.3928
-3.10268,3.40912,6.01384
-0.919312,4.67317,6.35858
-0.65118,4.74978,8.23551
-0.191523,4.86469,9.42295
-0.344742,5.66909,7.92907
-0.229828,6.70332,4.63487
-0.268133,8.54194,2.37489
3.63894,9.61448,3.10268
6.20536,9.61448,5.86062
7.54602,9.53786,8.65686
9.11651,9.46126,11.2999
11.0701,10.6487,11.6829
12.2958,12.3724,10.1124
13.828,13.4066,10.0741
15.092,13.7131,11.2233
16.5859,13.5216,12.2192
17.7734,13.4066,13.5216
18.0798,13.6748,14.6324
20.2632,13.5982,15.2453
22.2167,13.7514,14.0961
21.872,13.7514,13.2151
20.5696,13.2534,12.2192
19.6886,12.5639,11.6829
17.7734,11.1467,11.3765
17.4286,10.189,10.4955
15.4368,10.1507,10.2273
13.9046,10.1124,9.26973
12.9087,10.3423,8.31211
11.9894,10.0741,8.77177
10.1124,9.76769,9.30804
8.69516,9.03991,9.03991
8.31211,8.50364,8.54194
6.12875,8.08229,7.69924
4.40504,8.23551,6.74162
3.63894,8.35042,6.20536
1.91523,8.50364,6.32027
0.114914,8.23551,7.27789
-1.18745,8.54194,7.66094
-2.68133,8.77177,6.62671
-5.01791,8.77177,5.01791
-6.5501,8.42703,4.13691
-8.69516,7.73755,4.0986
-10.189,6.28197,5.7074
-10.8785,5.20944,7.08637
-11.9128,3.52403,7.81416
-14.0578,1.11084,8.50364
-16.8158,-1.26405,9.8443
-17.5052,-3.67725,9.99752
-17.8117,-6.12875,10.189
-18.1564,-8.08229,10.2273
-18.3096,-8.58025,10.8402
-18.3479,-8.38873,10.304
-16.8924,-9.30804,10.0358
-15.8581,-9.07821,10.7253
-13.5216,-8.81008,12.1809
-13.4833,-9.42295,13.5216
-13.7897,-8.42703,11.9894
-13.9812,-6.74162,10.5721
-14.8239,-6.09044,9.61448
-14.9005,-5.20944,9.53786
-14.8622,-3.98369,9.61448
-14.4026,-2.83455,9.57617
-14.1344,-0.804398,10.1124
-12.9087,0.612875,10.2273
-9.806,1.95354,11.1084
-9.61448,2.4515,10.3806
-9.03991,3.17929,9.42295
-6.70332,4.86469,8.65686
-3.44742,6.35858,8.50364
-2.79624,5.78401,9.65278
-1.18745,5.05622,9.38465
-1.76202,5.36266,8.1972
-0.268133,7.46941,5.63079
3.56234,9.65278,3.90708
6.5118,9.0016,4.0986
7.96737,9.26973,5.09452
8.08229,8.1972,6.28197
7.12467,8.88668,4.86469
6.28197,9.92091,3.33251
6.20536,10.8402,2.33659
6.20536,11.3765,2.94946
6.58841,11.1467,4.97961
7.27789,10.7253,6.77993
8.92499,10.2657,8.73347
11.2233,10.9168,9.8443
13.4449,12.9087,8.42703
14.7473,14.0578,7.43111
15.092,14.8239,6.89484
16.1646,14.1344,7.58433
16.5476,13.2151,9.34634
17.3137,12.6022,10.8785
18.5012,12.066,12.3341
19.3822,12.2192,12.6022
19.1906,12.8704,10.687
18.1181,13.4066,8.96329
16.2795,13.1385,7.73755
13.6748,12.6405,6.93315
10.8785,12.0277,5.97553
8.81008,11.1467,5.28605
7.73755,10.8019,4.32843
7.58433,10.8019,3.48573
7.62263,10.8402,3.2559
7.81416,11.0318,3.40912
7.92907,10.8785,3.94538
6.77993,10.6104,5.01791
4.74978,9.88261,6.32027
2.79624,9.72939,6.89484
1.87693,9.49956,6.62671
1.80032,9.42295,6.35858
2.64302,9.95922,6.77993
3.60064,10.5338,7.16298
3.86877,11.1467,8.04398
3.52403,11.2233,9.34634
-1.6088,10.0358,10.0358
-5.7074,9.15482,8.23551
-8.38873,8.38873,5.20944
-8.54194,8.08229,2.75794
-9.76769,7.12467,0.957617
-10.4189,5.82231,0.57457
-14.0195,3.2559,1.11084
-19.6886,0.153219,2.52811
-19.7652,-1.45558,5.51587
-19.1906,-4.17521,8.42703
-20.0333,-7.3545,11.568
-19.7652,-8.65686,14.1344
-18.4629,-10.1507,17.1222
-17.85,-11.4531,19.4588
-15.207,-10.2273,17.8883
-13.828,-8.1589,14.6324
-13.6748,-7.3928,12.1809
-13.33,-6.43519,10.3423
-14.211,-5.93723,10.1124
-14.4792,-5.47757,10.6104
-14.4792,-3.86877,10.1124
-14.9771,-2.4515,9.15482
-13.7514,-0.57457,8.96329
-12.4873,0.727789,8.88668
-12.1426,1.6088,8.38873
-10.8785,2.91116,7.00976
-8.38873,4.63487,6.66501
-6.62671,5.24774,7.20128
-5.86062,5.05622,8.23551
-4.0603,4.40504,9.806
-1.30236,4.63487,9.23143
0.727789,4.67317,8.38873
0.995922,5.55418,8.1589
0.612875,6.47349,7.73755
0.383047,6.39688,9.15482
0.0766094,5.93723,10.7253
0.0766094,5.66909,11.5297
2.56641,6.62671,10.3806
5.36266,8.08229,8.50364
7.31619,8.27381,7.81416
6.81823,7.3928,8.31211
5.97553,6.89484,9.38465
6.05214,7.77585,10.0741
7.08637,7.92907,11.2233
9.03991,7.96737,12.6788
9.65278,7.89076,12.4107
9.95922,7.58433,11.2999
10.0358,7.62263,9.99752
10.1507,7.85246,8.04398
9.15482,8.08229,6.93315
8.38873,8.1589,5.93723
8.92499,7.92907,5.05622
9.03991,7.46941,5.17113
8.61855,6.5501,6.24366
7.77585,5.63079,6.89484
6.93315,5.05622,6.74162
6.24366,4.97961,5.89892
6.09044,4.59656,4.97961
4.63487,4.51995,3.63894
4.82639,4.74978,1.91523
6.39688,5.05622,0.881008
7.89076,5.47757,0.881008
7.16298,4.63487,2.64302
5.01791,4.0603,4.55826
1.45558,2.87285,6.97145
-1.57049,1.72371,7.20128
-2.52811,1.53219,6.09044
-2.68133,2.56641,3.98369
-1.37897,4.55826,2.22167
1.91523,7.3928,3.37081
3.40912,8.58025,8.81008
2.41319,8.1589,15.2836
0.459656,8.38873,18.731
-0.842703,8.50364,21.2208
-1.14914,9.34634,20.9527
-1.45558,10.4189,20.2249
1.6471,12.1043,18.0798
5.05622,12.7555,17.352
7.3928,14.1344,15.9731
5.82231,13.1385,16.5476
2.64302,11.6446,16.4327
-1.37897,10.4955,14.1727
-4.59656,8.73347,15.8964
-4.9413,7.96737,13.9046
-3.52403,8.31211,12.6405
-2.87285,8.23551,11.3382
0.497961,9.46126,12.7938
1.41727,8.88668,13.4833
-1.99184,8.12059,14.4026
-5.43926,7.89076,13.8663
-8.69516,7.92907,13.9046
-9.99752,7.62263,13.7897
-10.687,6.47349,13.828
-10.3806,4.9413,14.5941
-9.69109,3.75386,15.6666
-10.3423,2.22167,15.0537
-11.2233,1.03423,13.8663
-11.9128,0.459656,11.4531
-12.1043,0,8.84838
-12.3724,-0.383047,8.27381
-12.1809,-0.881008,7.58433
-11.6063,-0.57457,7.31619
-8.73347,-1.49388,8.31211
-7.77585,-2.75794,10.3423
-6.28197,-3.02607,11.8361
-4.71148,-2.4898,11.6063
-3.63894,-1.91523,10.1124
-3.44742,-1.18745,8.38873
-2.94946,-1.07253,6.47349
-4.40504,-2.14506,6.16705
-6.05214,-2.98777,6.47349
-6.70332,-2.87285,5.66909
-6.09044,-2.52811,4.17521
-6.43519,-3.02607,3.79216
-6.5118,-3.67725,4.0986
-6.09044,-3.83047,3.52403
-4.13691,-3.2942,1.91523
-2.25998,-2.68133,0.153219
-2.06845,-2.71963,-0.766094
-1.41727,-3.2942,-1.14914
-2.25998,-3.83047,-0.65118
-3.52403,-4.29012,0.268133
-4.32843,-4.02199,1.18745
-4.25182,-3.94538,1.22575
-2.64302,-3.2942,1.41727
-0.57457,-3.37081,1.14914
3.17929,-2.4515,0.612875
7.66094,-0.919312,-0.497961
9.61448,-0.65118,-1.41727
9.8443,-1.80032,0.459656
8.42703,-3.06437,2.03015
6.66501,-4.0603,3.79216
5.63079,-4.32843,4.36673
6.35858,-3.40912,2.94946
9.69109,-2.41319,1.57049
12.7172,-1.18745,1.76202
14.1727,-1.11084,3.02607
13.7897,-1.34066,4.48165
13.3683,-1.34066,5.89892
13.4066,-1.68541,6.20536
13.0619,-1.83862,6.93315
13.1002,-1.6088,6.32027
12.6022,-1.34066,5.78401
12.1426,-0.727789,4.55826
12.3341,-0.0383047,3.86877
12.7555,0,3.75386
13.3683,-0.421352,4.9413
13.1002,-0.919312,5.66909
12.7172,-0.766094,5.13283
12.9087,-0.0766094,3.94538
12.5639,0.114914,3.83047
12.1043,-0.0383047,2.94946
12.0277,-0.229828,3.52403
11.4914,-0.0383047,3.10268
10.189,-0.268133,2.68133
9.65278,-0.268133,2.03015
8.35042,0.268133,0.306437
6.77993,0.919312,-0.995922
4.903,0.727789,-2.29828
2.4515,0.114914,-2.37489
0.497961,-0.804398,-1.57049
-1.07253,-1.53219,-0.612875
-2.79624,-2.03015,-0.0383047
-3.44742,-2.14506,-0.0766094
-3.56234,-2.29828,0.842703
-3.44742,-2.03015,1.68541
-2.87285,-2.52811,2.94946
-3.48573,-2.87285,4.21351
-4.29012,-3.56234,5.36266
-5.24774,-4.17521,6.32027
-6.01384,-4.82639,8.08229
-6.20536,-5.47757,9.07821
-7.20128,-5.66909,9.8443
-6.58841,-5.66909,10.687
-5.7074,-5.59248,11.1084
-5.20944,-5.28605,10.5338
-5.28605,-4.82639,9.30804
-4.51995,-4.0603,9.03991
-3.86877,-3.10268,9.03991
-3.83047,-2.79624,10.189
-2.87285,-2.06845,11.3765
-2.06845,-1.11084,11.4914
-1.57049,-0.497961,12.3341
0.153219,-0.421352,13.5599
0.421352,-0.344742,15.207
1.30236,0.306437,15.7432
1.26405,1.45558,14.5941
0.842703,2.52811,12.3724
-0.995922,3.10268,11.0701
-1.45558,3.86877,11.1084
-0.919312,5.7457,12.6405
2.94946,7.73755,13.9046
5.05622,9.26973,14.8622
6.20536,10.189,14.8622
6.43519,11.4531,14.1344
6.5501,12.3724,13.7897
7.89076,12.3341,14.0578
8.42703,11.7595,14.4792
7.08637,12.3341,14.8622
5.82231,11.9894,15.1687
6.62671,11.9894,14.4792
8.77177,12.8704,12.7172
8.1972,11.7978,11.8361
5.40096,9.88261,11.1467
2.71963,8.31211,11.7978
0.995922,6.5501,11.6063
1.07253,6.32027,12.2192
2.71963,7.31619,10.0358
3.02607,7.43111,9.0016
5.01791,7.62263,7.92907
7.43111,7.00976,8.08229
6.58841,6.12875,8.88668
6.09044,5.51587,9.61448
5.86062,5.05622,9.61448
7.12467,5.7457,8.92499
7.69924,6.74162,7.54602
9.23143,7.77585,6.77993
10.3423,8.31211,6.5501
10.3423,8.12059,7.3928
10.3423,7.85246,7.73755
9.38465,7.3545,8.69516
7.92907,7.50772,8.77177
8.65686,8.08229,8.69516
9.99752,9.19312,9.42295
12.8704,11.4148,8.38873
14.709,12.6788,7.66094
16.2029,12.6022,8.23551
16.3178,11.6829,7.81416
15.1303,10.8402,7.69924
12.1043,10.0741,7.23959
10.1507,9.30804,6.12875
9.38465,8.31211,5.7457
9.46126,8.54194,4.63487
9.49956,9.0016,3.60064
9.88261,10.0358,1.6471
9.76769,10.4189,0.268133
7.85246,9.88261,-1.07253
4.63487,8.54194,-1.53219
2.33659,6.28197,-1.22575
2.41319,4.02199,-1.45558
0.881008,2.60472,-1.22575
3.52403,3.60064,-1.83862
3.71555,3.71555,-1.6471
3.02607,3.17929,-0.804398
1.83862,1.30236,0.804398
0.995922,0.114914,2.56641
0.268133,-0.881008,3.21759
-1.45558,-1.99184,2.52811
-4.13691,-2.94946,0.727789
-7.54602,-4.44334,-0.995922
-9.53786,-5.43926,-1.22575
-9.99752,-6.89484,-0.344742
-11.0701,-7.92907,2.22167
-9.65278,-9.57617,6.05214
-7.08637,-8.1972,5.7074
-4.86469,-7.50772,6.32027
-4.29012,-8.81008,10.1124
-5.09452,-10.1507,13.0619
-6.35858,-11.1084,13.2151
-6.58841,-11.0318,11.3765
-5.7457,-10.3806,9.806
-4.36673,-9.99752,9.49956
-3.90708,-9.49956,9.38465
-2.52811,-8.92499,9.26973
-1.83862,-8.77177,8.92499
-1.83862,-8.92499,8.23551
-2.10676,-9.07821,7.46941
-2.64302,-8.84838,6.77993
-2.41319,-8.54194,7.3545
-3.02607,-8.50364,8.50364
-2.68133,-8.65686,9.61448
-2.25998,-8.81008,10.4572
-1.99184,-9.03991,11.2616
-2.03015,-9.11651,10.9168
-2.03015,-8.69516,10.2657
-2.71963,-8.96329,9.69109
-3.63894,-9.11651,9.38465
-3.98369,-9.0016,8.46534
-4.0603,-9.30804,8.08229
-4.44334,-9.0016,8.54194
-4.36673,-8.61855,8.54194
-3.37081,-7.23959,7.50772
-3.52403,-6.39688,5.86062
-3.67725,-5.93723,5.05622
-3.48573,-5.55418,3.94538
-2.29828,-5.36266,3.60064
-2.18337,-5.09452,2.22167
-1.37897,-4.44334,1.6088
-0.957617,-3.86877,1.07253
-0.153219,-2.41319,0.153219
1.26405,-0.65118,-0.536266
3.06437,-0.306437,-0.153219
4.21351,-0.727789,1.26405
4.97961,-0.153219,2.10676
5.59248,0.153219,2.25998
5.36266,0.766094,2.60472
5.86062,1.95354,3.40912
6.12875,1.72371,5.51587
6.05214,0.804398,7.04806
5.01791,0.229828,6.97145
4.21351,0.459656,4.903
4.29012,0.919312,2.64302
5.66909,2.18337,0.766094
7.89076,3.44742,0.383047
9.53786,4.21351,1.57049
9.11651,3.2559,2.98777
8.58025,2.60472,3.14098
8.46534,2.83455,3.40912
8.42703,4.0603,2.83455
8.61855,4.82639,3.06437
8.58025,5.93723,3.86877
7.23959,6.77993,4.48165
7.20128,6.32027,5.66909
7.92907,7.43111,9.69109
8.61855,6.39688,15.3985
9.76769,5.51587,18.3479
10.0741,6.05214,17.0839
9.69109,7.16298,14.5941
8.04398,7.20128,11.3382
6.16705,6.85654,8.58025
5.78401,6.39688,7.20128
4.44334,6.28197,6.24366
3.90708,5.20944,6.24366
4.40504,5.86062,6.28197
4.21351,6.58841,6.47349
3.2559,6.35858,8.00568
2.37489,6.24366,9.23143
1.30236,6.16705,10.7253
1.6471,6.35858,12.3724
1.83862,6.5118,13.0619
2.03015,7.31619,15.207
2.10676,7.31619,15.9347
0.536266,7.69924,15.59
-0.497961,8.1589,14.7856
-1.53219,8.42703,14.5941
-3.10268,8.35042,14.4792
-4.59656,7.92907,14.9771
-4.48165,8.77177,14.8622
-4.02199,9.806,13.9046
-3.21759,10.7636,13.2917
-4.29012,10.2657,14.0195
-5.66909,9.49956,15.7049
-6.09044,9.42295,16.8541
-8.65686,9.0016,17.2754
-7.73755,9.19312,16.3944
-6.28197,9.19312,15.3602
-4.40504,7.20128,17.352
-3.79216,6.5118,17.2371
-3.63894,6.28197,16.8541
-4.25182,6.05214,15.7815
-6.12875,5.78401,14.326
-6.05214,5.09452,13.9812
-6.81823,3.98369,14.4409
-7.73755,4.02199,13.9046
-7.46941,4.21351,11.7595
-7.54602,3.10268,11.0318
-8.88668,2.10676,9.8443
-8.54194,0.57457,10.1124
-8.46534,-0.268133,10.5338
-8.65686,-0.727789,11.8361
-7.58433,-0.65118,13.2534
-5.66909,-0.191523,13.2917
-5.09452,0.114914,12.8321
-5.01791,0.0383047,11.8361
-5.36266,-0.0383047,10.1124
-5.32435,-0.229828,8.31211
-5.17113,-0.957617,6.5501
-4.40504,-1.49388,5.51587
-3.56234,-1.26405,4.29012
-3.17929,-0.65118,3.94538
-3.17929,-1.37897,2.25998
-2.33659,-0.0766094,-0.306437
-2.83455,-0.919312,-1.6088
-3.21759,-2.4898,-0.804398
-2.18337,-3.44742,0.0766094
0.421352,-3.17929,-0.114914
3.10268,-2.94946,-0.0766094
4.51995,-2.37489,-0.497961
6.12875,-2.29828,-0.536266
6.24366,-2.71963,-0.421352
6.16705,-3.10268,-0.306437
6.5501,-3.06437,-0.0766094
6.62671,-3.21759,-0.421352
7.43111,-2.98777,-0.804398
9.19312,-2.18337,-1.72371
9.806,-1.91523,-2.41319
12.6405,-2.10676,-3.02607
12.2575,-2.91116,-3.79216
11.1467,-3.67725,-3.40912
10.304,-3.79216,-2.14506
9.49956,-4.25182,-0.804398
9.03991,-4.29012,0.191523
8.92499,-3.90708,0.268133
9.15482,-3.17929,0.459656
9.46126,-3.2942,0.804398
9.07821,-3.52403,1.41727
8.84838,-3.79216,1.91523
9.46126,-3.56234,1.49388
11.5297,-3.06437,0.268133
12.449,-3.14098,0.229828
13.4066,-2.79624,0.229828
13.2534,-2.98777,0.65118
13.2534,-2.94946,0.727789
13.4449,-2.98777,0.689484
12.8704,-2.98777,0
11.9128,-2.64302,-0.57457
10.6487,-2.75794,-0.421352
9.99752,-2.18337,-0.919312
9.88261,-2.14506,-0.689484
9.0016,-2.33659,-0.0383047
7.12467,-2.79624,0.957617
6.39688,-2.75794,2.06845
6.01384,-2.79624,2.87285
5.28605,-2.71963,2.94946
4.903,-2.14506,2.41319
4.0603,-1.45558,1.30236
2.4515,-0.881008,1.49388
1.6471,-0.459656,2.03015
1.34066,-0.191523,3.79216
1.6471,0,4.78809
0.842703,-0.153219,5.43926
0.536266,-0.65118,5.51587
-1.22575,-2.25998,5.7457
-3.10268,-2.4515,7.62263
-3.2942,-3.67725,9.03991
-2.64302,-4.25182,10.0358
-2.29828,-4.44334,10.5721
-1.57049,-4.86469,12.1426
-2.10676,-4.86469,13.0619
-2.60472,-6.20536,14.0195
-3.2559,-6.93315,15.5517
-4.25182,-8.92499,16.7008
-5.36266,-9.806,17.5052
-5.40096,-10.0741,18.4629
-4.40504,-9.61448,18.8076
-0.804398,-8.73347,19.229
0.766094,-8.04398,19.1906
0.344742,-7.3545,18.4629
-2.25998,-7.04806,17.0456
-4.21351,-7.16298,16.1646
-4.67317,-7.20128,15.6666
-7.46941,-6.20536,14.2493
-7.46941,-3.94538,11.9511
-6.32027,-2.56641,10.8785
-2.91116,-0.842703,11.7978
2.03015,0.842703,12.2575
5.28605,1.11084,12.449
4.86469,-0.421352,12.4873
0.65118,-1.68541,9.99752
0.229828,-2.06845,8.12059
1.99184,-2.83455,6.39688
3.75386,-3.44742,6.05214
4.86469,-3.14098,5.43926
6.39688,-1.49388,4.40504
6.35858,-1.14914,3.63894
5.24774,-1.80032,3.94538
4.78809,-1.45558,3.37081
4.59656,-0.727789,2.83455
4.36673,0.114914,3.06437
4.21351,1.34066,3.14098
4.86469,2.98777,2.94946
7.50772,3.79216,3.56234
8.23551,3.21759,4.63487
8.12059,1.99184,5.78401
8.08229,1.76202,6.35858
7.69924,2.10676,6.28197
7.08637,3.14098,5.7457
7.96737,4.82639,5.09452
9.11651,5.89892,4.78809
9.38465,5.97553,4.44334
9.42295,5.20944,4.25182
9.34634,3.48573,4.63487
7.69924,2.29828,6.5118
5.93723,1.76202,8.00568
5.51587,1.6471,9.15482
7.08637,2.71963,9.0016
8.92499,2.33659,7.73755
9.76769,0.842703,7.23959
8.69516,-0.191523,7.00976
7.3928,-0.344742,9.0016
5.97553,0.344742,9.46126
5.66909,0.153219,10.0358
4.32843,-0.114914,10.5338
6.09044,0.804398,10.189
8.84838,1.14914,10.6487
8.1972,-0.689484,11.7595
5.28605,-4.44334,13.0619
3.2942,-7.46941,13.2917
2.83455,-10.1124,14.1344
5.24774,-9.92091,12.1809
11.8361,-8.08229,7.81416
18.0798,-6.05214,5.13283
18.8842,-7.04806,5.24774
16.8541,-9.99752,7.77585
5.28605,-11.6446,10.3806
1.72371,-11.5297,11.3765
1.49388,-9.46126,10.4572
2.83455,-7.23959,9.46126
3.10268,-6.97145,9.95922
4.48165,-7.12467,11.9511
4.51995,-7.89076,13.9812
4.82639,-8.65686,15.6666
5.32435,-8.96329,15.0154
5.43926,-8.54194,12.8321
4.9413,-8.1972,10.189
4.67317,-7.20128,7.50772
5.55418,-6.35858,5.43926
5.47757,-5.7457,5.05622
4.82639,-5.93723,6.93315
3.94538,-6.58841,9.46126
3.86877,-7.00976,11.9511
3.44742,-6.74162,11.2999
3.40912,-4.9413,7.81416
2.64302,-2.4515,2.68133
1.49388,-0.57457,-1.49388
0.957617,0.0766094,-0.957617
1.03423,-0.114914,2.83455
1.95354,-0.612875,8.77177
3.2942,-0.497961,12.7172
2.60472,0.689484,11.7595
1.57049,3.14098,8.61855
2.75794,7.50772,4.02199
1.80032,10.8019,-2.4515
0.766094,13.1002,-4.02199
-0.0766094,13.5216,-1.49388
-1.30236,12.1809,3.90708
-1.87693,10.2273,9.72939
-1.76202,8.81008,14.2876
-1.41727,9.57617,16.2795
0.0766094,10.8785,15.1303
1.95354,11.2616,13.4449
0.766094,9.19312,13.2917
-1.68541,6.24366,13.7131
-1.99184,4.9413,13.9429
1.11084,7.20128,11.9894
3.33251,9.11651,10.5338
3.67725,9.72939,10.3423
5.01791,9.42295,8.61855
3.75386,8.88668,6.81823
0.919312,7.54602,5.36266
-0.689484,6.89484,5.43926
-1.34066,6.43519,6.93315
0.0766094,6.74162,7.89076
4.78809,6.74162,7.31619
7.08637,7.62263,7.08637
5.13283,4.74978,6.05214
1.53219,3.06437,8.1589
0.842703,1.14914,10.0741
-0.881008,0.919312,11.6063
1.26405,2.4898,10.8019
3.14098,3.2942,9.42295
6.35858,3.79216,9.23143
8.92499,3.67725,9.65278
7.77585,2.83455,9.30804
4.903,1.34066,9.8443
2.22167,0.689484,11.2616
0.995922,-0.191523,12.6788
0.919312,-1.11084,12.947
1.11084,-1.91523,12.1426
2.25998,-2.33659,10.7253
3.21759,-3.48573,10.7636
2.68133,-6.81823,10.9934
3.14098,-10.7636,12.0277
5.17113,-14.2493,12.449
9.61448,-13.7897,10.9551
13.9046,-12.1426,4.21351
15.4751,-10.1124,1.6088
11.4914,-9.76769,1.41727
10.3423,-10.0741,4.55826
3.2942,-10.4189,8.31211
-2.29828,-10.2657,11.4531
-0.536266,-9.23143,12.6022
1.14914,-7.85246,11.8361
1.11084,-6.81823,10.2273
1.07253,-6.05214,10.2273
0.766094,-5.63079,10.2657
1.37897,-5.43926,10.4955
2.79624,-4.67317,9.69109
3.71555,-3.90708,9.806
4.0603,-3.56234,10.4189
5.63079,-2.29828,11.568
5.7457,-1.68541,11.8745
3.33251,-1.6471,11.6063
1.72371,-2.52811,12.1809
1.11084,-2.4898,10.4572
0.383047,-1.83862,9.49956
0.114914,-0.612875,8.58025
-1.37897,0.114914,8.58025
0.383047,1.95354,8.77177
1.72371,1.57049,8.81008
3.33251,2.64302,9.57617
3.83047,2.29828,10.0741
2.79624,3.14098,9.15482
2.41319,4.59656,7.43111
1.11084,6.01384,3.56234
-0.65118,8.1972,0.306437
0.306437,9.806,-0.459656
2.33659,11.1467,0.881008
2.41319,11.7978,3.98369
0.689484,11.185,7.62263
-1.91523,10.2273,10.189
-3.14098,10.0358,11.9511
-3.2942,8.50364,12.4873
-1.41727,8.84838,13.7897
