x,y,z
0.612875,7.77585,13.8663
0.995922,6.5118,13.9429
1.57049,6.35858,13.1385
2.03015,6.39688,12.0277
1.91523,6.70332,10.1507
1.30236,6.47349,9.23143
0.57457,6.70332,7.27789
-0.421352,6.62671,6.39688
-0.65118,6.32027,6.05214
-0.881008,6.16705,6.43519
1.37897,6.35858,7.50772
4.903,6.39688,8.35042
3.90708,5.05622,8.50364
2.56641,3.67725,8.42703
1.18745,2.41319,9.26973
0.0383047,2.22167,8.69516
0.268133,2.37489,6.93315
1.83862,2.4898,6.16705
2.52811,2.33659,7.04806
3.75386,2.10676,8.81008
4.25182,1.6088,10.304
3.98369,1.57049,10.5338
3.60064,1.03423,10.5721
3.06437,0.57457,9.76769
2.41319,-0.268133,9.76769
2.18337,-0.536266,9.92091
2.03015,-0.727789,10.4955
2.03015,-0.65118,11.1084
4.55826,-0.344742,11.185
5.7074,0.0383047,9.61448
5.89892,-0.0766094,8.12059
4.67317,-0.995922,8.77177
2.41319,-3.02607,9.57617
1.76202,-4.71148,11.6829
0.153219,-6.43519,12.947
2.03015,-6.47349,12.5256
4.55826,-5.97553,11.4914
7.08637,-5.51587,9.49956
7.66094,-5.78401,8.38873
5.86062,-6.74162,6.93315
3.86877,-7.77585,7.00976
2.22167,-8.1972,7.00976
2.52811,-7.96737,7.54602
2.87285,-7.20128,8.12059
5.32435,-6.5501,8.42703
6.01384,-6.32027,9.0016
3.83047,-6.70332,9.61448
1.80032,-7.08637,9.69109
1.14914,-6.66501,9.72939
1.72371,-5.55418,9.15482
3.33251,-3.94538,8.31211
4.32843,-3.14098,7.77585
4.903,-2.18337,7.92907
3.98369,-2.29828,9.30804
3.10268,-2.60472,11.0318
2.4515,-2.98777,12.5639
2.22167,-2.79624,13.0619
3.14098,-2.41319,12.7172
3.71555,-1.6088,11.0701
4.71148,-0.65118,9.07821
4.44334,-0.421352,7.66094
4.17521,-0.459656,6.97145
2.83455,-0.842703,7.3545
0.497961,-1.11084,8.77177
0.191523,-1.6471,9.88261
1.26405,-1.57049,10.9551
3.37081,-0.65118,9.8443
4.44334,0.153219,8.50364
3.90708,1.22575,6.62671
3.75386,2.4898,5.89892
2.83455,3.37081,5.24774
1.26405,3.94538,5.17113
0.0383047,3.90708,6.47349
-0.57457,3.52403,8.61855
-0.612875,4.0986,9.23143
-0.229828,4.63487,9.30804
0,5.13283,8.1972
-0.0383047,6.77993,6.97145
-0.497961,7.92907,5.05622
-2.64302,8.04398,6.05214
-2.75794,8.31211,8.61855
-2.14506,8.1589,10.9934
-2.06845,7.04806,13.2917
-2.14506,6.5501,14.7473
-1.6088,6.70332,14.5558
-0.344742,6.5501,14.2876
0.153219,6.66501,12.7555
0.421352,6.74162,10.8402
0.383047,7.00976,9.65278
0.306437,6.66501,9.07821
-0.727789,5.66909,9.88261
-1.53219,4.903,10.304
-1.83862,5.05622,10.8019
-0.536266,5.66909,10.304
0.344742,5.97553,9.19312
0.65118,6.5501,7.81416
3.17929,5.82231,6.20536
2.4515,4.44334,6.16705
1.03423,2.98777,6.77993
0,1.76202,7.73755
-0.57457,1.30236,8.46534
-0.0383047,1.80032,7.16298
1.22575,2.33659,6.35858
2.94946,1.49388,6.35858
3.79216,0.306437,6.74162
3.67725,-0.383047,8.12059
2.98777,-1.07253,8.27381
2.60472,-1.91523,8.58025
1.68541,-1.87693,8.65686
1.80032,-1.53219,7.62263
2.91116,-1.76202,7.00976
5.05622,-1.30236,6.28197
5.7457,-0.957617,4.63487
5.7074,-1.6088,4.903
5.13283,-2.64302,5.32435
4.71148,-3.44742,5.13283
0.459656,-4.40504,5.82231
-0.842703,-3.83047,6.5501
-1.18745,-3.10268,7.08637
0.804398,-2.22167,8.73347
3.14098,-1.53219,9.57617
4.51995,-0.842703,10.4572
3.98369,-0.421352,10.3423
1.87693,-0.727789,12.066
-0.766094,-0.612875,13.7897
-2.52811,-0.0383047,15.6666
-2.83455,1.34066,16.7008
-1.83862,3.2559,16.7775
-0.65118,4.17521,16.6242
-0.766094,4.02199,17.2754
-1.99184,3.67725,17.9649
-2.98777,3.2559,18.1947
-3.2942,2.91116,17.85
-6.35858,2.98777,16.8924
-6.97145,3.67725,15.3985
-6.20536,4.51995,14.9388
-3.90708,5.86062,13.9429
-1.26405,5.93723,13.1385
0.804398,7.12467,12.6405
1.45558,7.58433,12.1043
4.32843,7.46941,11.7212
5.86062,7.08637,11.8745
5.82231,6.32027,12.1426
5.59248,5.82231,13.0236
5.20944,5.55418,12.9853
5.13283,5.17113,12.2192
4.903,4.63487,11.3765
4.48165,4.0986,10.4572
4.9413,4.02199,10.4572
5.09452,3.98369,10.8019
4.9413,4.02199,11.2233
4.63487,4.21351,11.0318
4.9413,4.32843,10.687
5.24774,4.17521,10.8785
6.47349,4.97961,10.1124
8.50364,6.20536,10.2273
9.76769,6.93315,9.61448
9.76769,7.27789,9.07821
10.2657,7.3545,7.92907
7.43111,7.08637,7.66094
5.55418,5.97553,8.1972
4.29012,5.40096,7.58433
4.02199,5.05622,6.77993
4.02199,4.9413,6.32027
4.21351,5.17113,6.12875
5.40096,5.89892,5.43926
6.85654,6.43519,4.44334
7.3928,6.24366,4.86469
6.93315,4.97961,6.01384
5.7457,3.94538,6.28197
5.05622,3.48573,5.51587
4.903,3.37081,4.0603
5.28605,3.40912,2.83455
5.63079,3.52403,1.91523
4.71148,3.06437,1.57049
4.55826,2.33659,1.57049
3.86877,1.80032,0.804398
3.63894,1.57049,-0.191523
3.2942,1.18745,-0.766094
1.49388,0.421352,-0.65118
-0.268133,0.0383047,-1.07253
-1.30236,-0.689484,-0.612875
-1.41727,-1.26405,-0.0383047
-1.37897,-1.95354,0.229828
-1.34066,-2.29828,0.344742
-0.153219,-2.29828,-0.0383047
-0.612875,-1.76202,-0.383047
-1.87693,-1.49388,-0.229828
-4.0986,-1.87693,0.612875
-5.59248,-1.83862,1.6088
-6.20536,-1.80032,2.29828
-6.93315,-1.72371,3.60064
-6.89484,-1.53219,4.44334
-6.01384,-1.22575,6.35858
-4.02199,-0.65118,8.58025
-4.0986,-0.191523,9.99752
-3.90708,0.153219,11.3765
-4.32843,0.919312,12.1809
-5.43926,0.153219,13.1768
-5.7074,-0.612875,14.326
-7.00976,-0.383047,14.3643
-7.00976,0.383047,14.211
-3.02607,3.14098,14.2876
0.65118,4.40504,15.8964
2.33659,4.71148,17.1605
2.4515,4.59656,16.8158
-0.612875,4.17521,15.5134
-2.75794,4.40504,14.4409
-3.98369,5.32435,13.2151
-4.0986,5.7074,13.0619
-3.86877,6.77993,12.6405
-3.63894,8.65686,11.7595
0.497961,9.42295,11.9511
1.6088,9.49956,12.2192
2.4515,10.0741,12.4873
1.83862,10.9934,11.5297
0.344742,11.7978,10.3423
-0.306437,12.449,9.38465
2.22167,14.4792,9.42295
5.51587,16.0114,10.7636
6.39688,16.2029,12.2575
6.16705,15.1687,14.8622
4.97961,14.1727,16.5093
4.0603,13.6748,15.9347
3.44742,13.6365,15.207
2.03015,13.5982,12.6405
1.45558,13.6748,11.4148
2.37489,13.9812,10.5338
3.33251,13.9046,9.806
3.60064,13.5982,9.49956
4.40504,12.6788,9.23143
4.59656,12.2192,8.81008
4.25182,11.4914,8.04398
4.02199,10.6104,8.00568
4.25182,10.304,7.66094
4.71148,10.189,7.16298
5.24774,9.72939,7.20128
5.59248,9.07821,7.73755
5.28605,8.1972,7.54602
5.47757,7.96737,7.46941
5.51587,8.12059,6.77993
5.13283,8.04398,5.63079
4.86469,7.85246,6.12875
4.82639,7.3928,7.16298
5.32435,6.97145,8.38873
5.86062,6.39688,9.19312
6.5118,5.89892,9.03991
7.27789,6.01384,8.65686
8.12059,6.16705,8.38873
7.92907,6.28197,7.23959
7.58433,6.35858,6.01384
7.54602,6.20536,5.55418
7.54602,5.97553,4.74978
7.50772,5.7457,4.63487
7.27789,5.28605,4.63487
7.16298,4.903,4.44334
6.77993,4.55826,3.71555
6.12875,4.13691,2.91116
5.97553,4.02199,1.76202
6.24366,4.25182,0.842703
6.74162,4.51995,0.497961
6.58841,4.13691,0.995922
5.93723,3.2559,1.07253
5.86062,2.33659,0.995922
4.44334,1.49388,0.919312
4.02199,1.41727,0.57457
3.33251,1.18745,0.114914
3.06437,1.49388,-0.114914
3.44742,1.83862,-0.766094
3.67725,1.68541,-0.459656
3.40912,1.6088,-0.229828
2.4515,0.842703,0.153219
1.30236,0,0.957617
0.344742,-0.65118,1.72371
-0.0766094,-1.34066,1.91523
-0.383047,-1.6088,2.10676
-0.497961,-1.49388,2.03015
-0.383047,-0.766094,1.99184
0.0383047,-0.612875,2.56641
-0.421352,-0.995922,3.60064
-0.383047,-1.18745,4.63487
-0.919312,-0.919312,5.51587
-1.34066,-1.03423,7.23959
-1.87693,-1.26405,8.69516
-2.4898,-1.49388,9.53786
-2.83455,-1.49388,9.88261
-2.33659,-1.53219,9.49956
-3.2559,-1.26405,8.88668
-4.36673,-1.07253,8.73347
-4.55826,-1.14914,9.76769
-5.36266,-0.881008,10.4955
-7.12467,-0.536266,10.8785
-8.35042,-0.421352,11.185
-8.96329,0.114914,11.5297
-7.96737,1.53219,12.4107
-6.97145,3.33251,13.7897
-5.7457,4.63487,16.8158
-4.0603,5.59248,19.3439
-0.842703,6.32027,20.1483
2.29828,7.31619,18.3862
1.11084,7.89076,15.4368
-2.79624,7.20128,14.1727
-5.55418,7.3545,14.6324
-6.74162,8.00568,16.5859
-5.78401,8.84838,16.7008
-2.41319,9.8443,13.7514
1.41727,9.88261,11.3765
2.14506,9.30804,10.1124
4.74978,7.73755,10.5721
4.25182,5.78401,14.3643
1.22575,5.89892,16.8924
1.41727,6.35858,18.3096
2.29828,7.23959,17.6202
3.44742,8.61855,15.9347
3.75386,9.19312,14.6707
5.13283,9.88261,14.5175
6.09044,10.687,13.9429
5.86062,11.2616,13.8663
4.02199,11.2616,13.5216
3.02607,11.1084,13.2917
2.4515,11.0701,13.0236
1.99184,10.8402,11.7212
2.25998,10.4955,11.185
2.60472,10.4955,9.8443
3.06437,10.1124,8.92499
2.79624,9.72939,8.46534
2.52811,9.34634,8.42703
2.56641,9.30804,7.81416
2.87285,9.19312,6.74162
3.21759,8.42703,6.28197
3.63894,7.54602,6.5118
4.55826,6.81823,7.31619
5.59248,6.43519,8.23551
6.70332,6.28197,8.54194
7.58433,5.97553,8.12059
7.46941,5.47757,8.00568
7.12467,4.82639,7.66094
7.27789,4.63487,7.54602
6.89484,4.29012,6.58841
6.58841,4.0603,6.20536
6.39688,4.02199,5.28605
5.47757,3.90708,3.86877
4.13691,3.37081,2.79624
2.87285,2.83455,2.06845
2.56641,2.52811,1.11084
2.52811,2.29828,0.344742
2.06845,1.72371,-0.153219
2.03015,1.26405,-0.191523
3.06437,1.45558,0.612875
3.40912,1.22575,1.34066
4.74978,0.919312,2.79624
5.24774,0.842703,3.52403
5.89892,0.612875,3.94538
7.20128,1.03423,3.21759
8.61855,1.72371,2.41319
8.84838,1.99184,1.6471
8.92499,1.6471,1.11084
8.08229,0.957617,1.41727
7.12467,0.766094,2.10676
6.93315,0.306437,2.87285
8.27381,0.306437,4.59656
10.2657,0.536266,6.16705
11.568,0.881008,7.04806
12.2192,1.18745,7.08637
11.7595,1.53219,7.3928
10.9551,1.80032,8.00568
9.95922,2.18337,8.1972
9.57617,2.64302,8.00568
9.07821,2.71963,8.1589
8.31211,2.71963,8.46534
7.66094,2.71963,9.42295
6.35858,2.52811,10.0741
4.40504,2.25998,10.7253
2.64302,2.41319,10.9934
2.4898,2.68133,10.4955
0.57457,3.2942,9.49956
-0.268133,3.94538,8.31211
-2.98777,4.59656,8.00568
-6.74162,3.75386,8.1972
-8.92499,2.22167,9.72939
-7.58433,1.07253,11.4531
-5.89892,0.306437,12.7938
-5.05622,0.881008,12.1809
-5.24774,1.34066,11.4914
-5.36266,0.919312,11.3765
-6.32027,0.306437,12.6405
-5.17113,-0.229828,14.0195
-6.05214,-0.881008,14.9005
-6.43519,-2.06845,16.3561
-5.93723,-2.91116,17.5435
-5.7074,-3.2559,17.8883
-5.78401,-3.86877,18.5395
-6.32027,-4.78809,18.7693
-6.16705,-4.74978,17.7734
-5.7074,-3.60064,15.8964
-4.59656,-2.68133,14.326
-4.0603,-1.91523,13.828
-2.64302,-2.03015,12.7172
-4.71148,-2.52811,12.3341
-6.43519,-2.52811,11.7978
-6.47349,-1.72371,11.1084
-6.01384,-0.727789,10.3423
-5.82231,-0.229828,9.65278
-4.86469,0.0766094,9.57617
-4.97961,0.114914,9.38465
-5.01791,0.0766094,9.19312
-4.36673,1.03423,9.30804
-4.02199,1.34066,9.53786
-2.98777,1.68541,9.88261
-2.75794,2.03015,9.69109
-2.37489,2.52811,8.61855
-1.99184,2.91116,7.31619
-1.80032,3.94538,6.01384
-0.421352,4.82639,5.09452
0.881008,5.28605,5.36266
1.49388,5.51587,5.43926
1.57049,5.59248,5.7457
2.37489,6.24366,5.59248
3.63894,6.70332,6.12875
4.903,6.77993,6.77993
5.66909,6.85654,7.12467
6.01384,7.69924,7.31619
6.09044,7.92907,7.46941
6.62671,8.38873,7.73755
7.12467,8.88668,6.97145
7.77585,8.81008,6.93315
8.31211,8.65686,7.31619
9.42295,8.81008,7.23959
10.8785,8.96329,7.50772
12.2192,9.38465,7.43111
12.3724,9.57617,7.54602
13.2534,9.23143,8.12059
12.6405,8.73347,8.61855
11.7212,8.31211,8.50364
10.3423,8.23551,7.92907
10.1124,8.31211,7.27789
10.304,8.35042,7.08637
10.8785,8.35042,7.3545
10.9551,8.58025,7.16298
11.1467,8.1972,7.23959
11.1467,8.42703,7.00976
10.6104,8.27381,7.00976
10.304,7.73755,7.73755
10.0741,7.73755,7.89076
9.95922,7.81416,7.66094
10.2273,7.89076,6.58841
10.189,8.1589,6.70332
10.1124,8.27381,6.5118
9.99752,8.27381,6.70332
9.8443,8.1972,7.31619
9.19312,7.77585,8.31211
7.96737,7.31619,8.65686
6.89484,6.89484,8.73347
6.32027,6.35858,8.73347
6.05214,6.05214,9.19312
6.01384,6.39688,8.1589
6.93315,7.20128,7.43111
7.16298,7.50772,6.70332
5.43926,7.54602,7.08637
2.71963,6.70332,8.1589
0.766094,5.7074,9.19312
0.459656,4.71148,10.0358
1.68541,4.59656,10.1124
2.33659,5.01791,9.42295
2.14506,6.16705,8.31211
1.87693,6.81823,7.92907
0.229828,6.43519,8.23551
-3.90708,5.20944,8.69516
-6.05214,4.29012,8.38873
-7.62263,4.51995,7.04806
-9.26973,4.903,5.78401
-10.8402,3.17929,6.47349
-12.1043,0.727789,8.81008
-12.1426,-1.26405,11.7212
-11.1467,-2.94946,13.7514
-9.72939,-3.98369,15.2453
-9.23143,-4.32843,16.2412
-7.20128,-4.82639,16.9307
-5.05622,-4.9413,16.5093
-2.56641,-4.78809,15.3219
-1.95354,-4.36673,13.6748
-1.83862,-3.60064,11.2999
-2.18337,-3.75386,10.0358
-1.76202,-3.98369,9.57617
-1.37897,-3.75386,9.49956
-0.0766094,-3.52403,9.30804
2.4515,-3.02607,9.49956
3.52403,-2.79624,9.23143
3.2942,-2.68133,8.88668
2.10676,-2.83455,8.69516
2.14506,-2.98777,9.03991
1.41727,-3.06437,9.69109
2.87285,-2.37489,10.8019
4.78809,-2.71963,12.7172
5.59248,-3.37081,14.9771
5.55418,-3.02607,14.8622
4.78809,-2.94946,13.4833
4.55826,-2.87285,12.7938
4.71148,-2.83455,13.0619
4.67317,-2.64302,13.4066
4.55826,-2.79624,13.9046
3.56234,-3.33251,13.828
3.14098,-3.94538,14.2493
2.79624,-4.29012,14.0578
2.71963,-4.25182,14.0195
2.52811,-4.21351,13.0619
2.18337,-4.48165,12.2575
2.22167,-4.55826,11.2999
1.99184,-4.78809,10.5338
1.18745,-5.47757,10.0741
0.459656,-5.82231,9.38465
-0.153219,-5.97553,8.1972
-0.0766094,-6.24366,7.23959
0.459656,-6.5118,6.97145
0.57457,-6.5501,6.93315
0.497961,-6.39688,6.05214
0.612875,-6.01384,4.82639
0.459656,-5.97553,4.0986
0.229828,-6.05214,3.21759
-0.0383047,-5.97553,2.41319
0.0766094,-5.86062,1.11084
0.268133,-5.59248,0.536266
0.65118,-5.32435,0
0.957617,-5.32435,-0.536266
1.72371,-5.32435,-1.80032
1.95354,-5.36266,-3.02607
1.99184,-5.24774,-3.44742
1.87693,-4.78809,-4.67317
1.6088,-4.78809,-5.47757
1.6471,-4.78809,-5.78401
1.45558,-5.01791,-6.16705
2.60472,-5.63079,-5.78401
4.13691,-5.78401,-5.78401
4.903,-5.47757,-5.89892
4.74978,-4.9413,-5.55418
4.86469,-4.17521,-5.13283
4.59656,-3.56234,-4.9413
3.10268,-2.91116,-4.0603
2.4898,-2.79624,-2.79624
1.45558,-3.33251,-1.37897
0.459656,-3.83047,-0.0766094
1.14914,-3.48573,0.459656
0.65118,-3.63894,0.727789
0.536266,-3.40912,1.41727
1.18745,-3.37081,1.95354
3.2559,-3.33251,2.10676
4.40504,-3.14098,0.65118
4.51995,-2.87285,-0.153219
2.75794,-3.02607,0.612875
1.6088,-2.56641,1.91523
1.49388,-1.87693,3.17929
0.612875,-1.6471,4.51995
2.14506,-0.689484,5.36266
4.86469,-1.11084,6.47349
6.74162,-1.34066,7.3545
7.3928,-0.421352,6.16705
5.7074,1.37897,4.32843
5.36266,3.10268,4.82639
1.87693,3.60064,8.35042
1.6088,3.06437,11.9511
2.68133,2.37489,15.1687
3.79216,2.71963,14.6324
2.33659,3.02607,13.4449
1.45558,3.63894,11.1084
1.14914,5.05622,10.1124
-0.57457,6.12875,11.4914
0.153219,5.59248,15.1687
0.383047,4.86469,19.3439
1.22575,4.78809,21.872
2.25998,5.78401,22.4082
3.2559,6.43519,21.6038
3.60064,6.70332,20.8377
3.98369,6.39688,21.0676
3.98369,5.93723,21.7571
3.90708,5.78401,22.1784
3.98369,5.7074,21.4889
4.17521,5.36266,21.4123
4.67317,5.78401,21.5272
5.55418,6.43519,21.5655
6.01384,6.58841,20.991
5.09452,6.05214,20.3015
3.75386,5.09452,19.8035
2.83455,4.29012,19.1906
1.72371,4.0603,17.8117
1.37897,4.44334,16.5476
1.37897,4.51995,15.7432
1.37897,4.51995,15.3219
1.53219,4.21351,15.3602
1.03423,3.52403,15.3985
0.306437,3.14098,14.7473
-0.229828,2.94946,13.9429
-1.11084,2.71963,13.33
-1.03423,2.56641,12.4107
-1.11084,2.22167,10.1124
-1.53219,1.53219,9.42295
-1.22575,1.76202,7.69924
-1.11084,1.6088,6.32027
-0.344742,1.22575,5.7074
1.30236,0.689484,5.51587
1.26405,0.612875,4.86469
0.995922,0.191523,4.21351
1.45558,-0.0766094,4.02199
1.83862,-0.344742,2.94946
2.37489,-0.804398,2.4898
2.10676,-1.03423,0.766094
1.87693,-1.41727,-0.344742
1.6471,-2.06845,-0.344742
1.6471,-2.33659,0.0383047
1.87693,-2.75794,0.191523
2.29828,-3.10268,-0.229828
2.37489,-3.2942,-0.995922
2.22167,-3.37081,-1.72371
2.56641,-3.21759,-2.06845
3.10268,-3.40912,-1.76202
3.52403,-3.60064,-1.57049
3.44742,-3.71555,-1.53219
3.06437,-3.90708,-0.57457
2.71963,-3.90708,-0.804398
2.79624,-3.67725,0.153219
2.79624,-3.56234,0.344742
2.71963,-3.37081,0.65118
3.21759,-2.87285,0.804398
3.02607,-2.56641,0.612875
2.29828,-2.52811,0.957617
1.11084,-2.14506,1.68541
0.268133,-1.57049,2.68133
-0.153219,-1.30236,4.44334
-0.268133,-0.57457,4.97961
0.229828,-0.306437,5.32435
0.995922,-0.191523,4.903
1.41727,0.114914,5.51587
1.45558,1.11084,6.58841
0.229828,1.76202,8.65686
0.229828,1.80032,10.4955
0.766094,1.45558,11.0318
0.57457,1.45558,10.3806
0.421352,2.75794,8.81008
0.957617,4.74978,8.77177
0.421352,4.903,10.4955
0.57457,5.05622,13.4066
0.536266,4.51995,15.4751
0.497961,3.79216,16.1263
0.727789,3.75386,15.8198
-0.306437,5.05622,15.0537
0.306437,6.20536,15.0154
0.344742,6.28197,16.3561
0.153219,5.59248,18.0415
0.727789,4.48165,18.8076
0.919312,3.75386,17.8117
-0.0766094,4.21351,16.5093
-0.0766094,5.7074,15.6283
2.83455,6.43519,15.7815
2.83455,6.35858,16.3561
2.10676,6.35858,16.969
1.95354,5.93723,17.2371
1.6471,6.12875,17.5818
2.37489,6.66501,17.9266
2.83455,6.74162,18.1181
3.52403,6.85654,17.85
3.2559,6.16705,17.85
3.21759,6.39688,17.1222
3.14098,6.5118,15.5517
0.881008,6.16705,14.709
-0.497961,5.28605,15.3985
-0.421352,4.51995,16.088
0.842703,4.63487,15.5517
2.03015,5.28605,14.7856
2.22167,4.86469,14.4409
1.57049,4.17521,15.59
0.344742,3.90708,16.471
0.268133,3.90708,15.5517
-0.191523,3.79216,13.5216
-0.497961,3.40912,11.7595
-0.612875,2.98777,10.6487
-0.881008,2.18337,10.189
-1.14914,0.881008,10.1124
-1.26405,0.0383047,10.2657
-0.268133,0.268133,9.07821
-0.306437,0.268133,7.62263
-1.34066,-0.229828,6.74162
-1.6471,-0.421352,6.62671
-1.72371,-0.995922,6.66501
-1.83862,-1.45558,6.39688
-3.56234,-1.6471,5.32435
-4.86469,-2.25998,5.7074
-5.32435,-2.68133,5.7074
-3.75386,-2.33659,6.16705
-2.18337,-1.6471,5.51587
-1.72371,-1.6471,4.903
-0.612875,-2.18337,4.25182
-3.02607,-2.94946,3.75386
-3.2559,-2.98777,3.67725
-3.60064,-2.87285,3.2942
-3.60064,-2.4898,2.71963
-3.40912,-1.87693,2.06845
-2.52811,-1.14914,1.57049
-0.957617,-0.804398,1.14914
0.804398,-0.421352,-0.421352
1.83862,-0.65118,-0.57457
1.91523,-1.30236,-0.919312
2.25998,-1.34066,-1.11084
0.421352,-1.34066,-0.919312
-0.919312,-1.14914,-0.57457
-0.268133,0.114914,-0.65118
2.25998,1.76202,-1.11084
3.10268,1.80032,-0.612875
3.17929,2.25998,-0.497961
2.75794,3.10268,0.0383047
3.02607,3.56234,0.459656
0.957617,4.44334,0.497961
0.114914,5.59248,0.727789
2.22167,8.50364,-0.0383047
6.89484,9.95922,1.26405
8.12059,8.92499,2.83455
9.38465,9.49956,2.91116
11.0701,10.3423,2.41319
11.4148,10.4955,3.71555
9.11651,10.0358,4.78809
4.78809,9.34634,5.13283
2.4515,9.65278,4.903
5.97553,11.9894,5.01791
7.85246,13.1002,6.01384
7.20128,13.5599,5.17113
9.26973,15.6666,5.55418
9.806,15.4751,7.96737
9.38465,14.709,10.6104
9.15482,13.33,11.6829
3.40912,12.8321,11.4914
0.459656,13.1768,10.6104
0.459656,14.7856,10.5338
2.83455,16.7775,10.1124
5.36266,17.6202,10.189
6.89484,18.9608,8.88668
5.82231,18.5012,10.1507
2.64302,18.3862,10.4955
-0.268133,17.5818,11.568
-0.881008,16.088,11.7212
-4.86469,14.1344,10.6104
-6.39688,12.7555,10.2657
-4.55826,12.6788,9.95922
-2.87285,13.1768,9.49956
-1.30236,13.4833,9.53786
-1.22575,13.6365,10.1124
-2.91116,13.1002,10.0358
-5.66909,11.9511,10.5721
-6.77993,11.2616,11.6446
-6.70332,10.8019,11.9128
-5.66909,10.4189,12.6405
-4.0986,10.4955,12.2575
-1.11084,11.185,11.3765
-1.83862,10.2273,12.9087
-2.98777,9.8443,14.2493
-3.79216,10.1507,13.4449
-4.903,9.88261,11.9128
-4.67317,9.34634,9.34634
-4.51995,7.66094,8.96329
-5.66909,5.28605,9.72939
-6.97145,4.29012,10.2657
-8.96329,3.98369,10.3423
-9.15482,3.79216,10.9168
-7.92907,2.83455,11.1084
-7.3928,1.99184,10.9934
-5.82231,2.18337,9.88261
-4.97961,2.37489,8.50364
-6.12875,1.80032,7.08637
-6.62671,0.191523,7.20128
-7.89076,-0.995922,8.69516
-6.5118,-1.72371,10.2273
-5.55418,-1.76202,10.7253
-3.83047,-1.6088,10.4572
-2.22167,-1.11084,10.0358
-1.34066,-1.03423,9.61448
-1.80032,-1.57049,9.19312
-2.91116,-1.83862,7.69924
-4.63487,-1.99184,5.97553
-5.36266,-1.83862,4.82639
-6.05214,-2.10676,4.44334
-4.97961,-1.18745,4.21351
-4.0603,-0.612875,3.71555
-3.63894,-0.995922,3.67725
-3.75386,-1.53219,3.83047
-3.86877,-1.57049,2.18337
-4.02199,-1.30236,0.114914
-3.83047,-1.18745,-1.26405
-3.71555,-1.18745,-1.57049
-3.17929,-0.881008,-1.6471
-0.727789,-0.306437,-1.37897
0.0766094,-0.421352,-0.57457
0.306437,-0.459656,0.229828
0.689484,-0.306437,0.306437
1.07253,-0.229828,0.421352
1.11084,0.0383047,0.229828
2.33659,-1.49388,0.268133
4.02199,3.17929,-1.68541
6.5118,3.83047,-1.18745
7.73755,4.74978,-0.383047
7.20128,4.59656,0.766094
6.5501,3.75386,2.14506
5.78401,3.71555,1.72371
5.40096,4.17521,1.80032
6.20536,5.05622,2.03015
7.20128,5.86062,2.56641
7.92907,6.5501,2.4898
8.1589,7.3545,1.83862
7.85246,7.89076,1.37897
5.89892,8.1589,1.34066
5.13283,8.69516,2.14506
7.43111,9.72939,4.74978
8.61855,9.23143,8.27381
6.85654,8.42703,9.49956
6.93315,9.49956,9.34634
7.16298,10.6104,8.12059
7.3545,11.8361,8.08229
7.73755,12.449,8.1589
7.62263,12.6788,9.0016
7.58433,12.6022,9.95922
6.74162,12.066,11.3382
6.01384,12.5639,10.7636
5.93723,12.8704,9.95922
5.59248,13.4066,9.46126
4.903,13.0619,9.72939
3.10268,13.1002,9.76769
2.29828,14.0578,10.1507
0.957617,13.7897,10.687
-0.842703,12.947,11.2999
-2.4515,12.9853,11.1084
-2.71963,12.1043,11.9511
-1.34066,13.1002,12.449
-0.0383047,14.0195,11.6446
0.459656,14.6707,12.1043
1.95354,13.6365,13.2151
-0.0383047,12.1043,14.3643
-1.80032,10.8785,14.5558
-3.83047,10.0741,13.33
